240	15.0	3.13	1.12
240	16.0	2.87	-0.36
240	17.0	1.55	-7.52
240	18.0	3.29	-6.04
250	5.0	-1.61	0.93
250	6.0	-1.72	1.32
250	8.0	-1.45	-0.76
250	11.0	0.7	-6.39
250	12.0	1.26	-3.13
250	13.0	0.72	-2.9
250	14.0	3.78	1.47
250	15.0	3.12	1.58
250	16.0	2.74	0.34
250	17.0	1.66	-6.71
250	18.0	3.24	-5.34
260	11.0	0.74	-7.26
260	12.0	1.24	-3.9
260	13.0	0.69	-3.56
260	14.0	3.72	1.99
260	15.0	3.08	2.03
260	16.0	2.62	1.08
260	17.0	1.86	-5.89
260	18.0	3.25	-4.66
270	11.0	0.8	-8.15
270	12.0	1.23	-4.67
270	13.0	0.69	-4.31
270	14.0	3.71	2.45
270	15.0	3.1	2.46
270	16.0	2.48	1.83
270	17.0	1.93	-5.09
270	18.0	3.24	-3.93
280	11.0	0.83	-9.02
280	12.0	1.24	-5.45
280	13.0	0.68	-5.1
280	14.0	3.7	2.92
280	15.0	3.12	2.91
280	16.0	2.27	2.56
280	17.0	2.0	-4.23
280	18.0	3.27	-3.24
290	12.0	1.31	-6.13
290	13.0	0.71	-5.87
290	17.0	2.03	-3.38
290	18.0	3.26	-2.57
300	12.0	1.26	-6.95
300	13.0	0.72	-6.6
300	17.0	1.98	-2.53
300	18.0	3.21	-1.88
310	12.0	1.3	-7.73
310	13.0	0.77	-7.35
310	17.0	1.95	-1.66
310	18.0	3.22	-1.22
320	12.0	1.3	-8.48
320	13.0	0.79	-8.19
320	17.0	1.92	-0.85
320	18.0	3.22	-0.53
320	19.0	0.36	1.64
330	17.0	1.91	-0.02
330	18.0	3.29	0.12
330	19.0	0.44	2.06
340	17.0	2.03	0.84
340	18.0	3.43	0.85
340	19.0	0.57	2.5
350	17.0	1.98	1.56
350	18.0	3.44	1.44
350	19.0	0.61	2.96
360	20.0	1.56	2.44
370	20.0	1.49	1.84
380	20.0	1.45	1.21
380	21.0	2.59	-6.3
390	20.0	1.36	0.57
390	21.0	2.56	-5.53
400	20.0	1.29	-0.06
400	21.0	2.53	-4.77
410	20.0	1.22	-0.71
410	21.0	2.45	-4.04
420	20.0	1.13	-1.34
420	21.0	2.44	-3.31
420	23.0	2.24	-7.48
430	20.0	1.1	-2.0
430	21.0	2.38	-2.57
430	23.0	2.19	-6.74
440	20.0	1.05	-2.65
440	21.0	2.29	-1.9
440	23.0	2.14	-5.98
450	20.0	1.08	-3.32
450	21.0	2.25	-1.17
450	23.0	2.17	-5.23
450	24.0	0.27	2.65
450	25.0	-0.67	2.78
450	26.0	3.53	-4.1
460	20.0	1.06	-4.14
460	21.0	2.18	-0.46
460	23.0	2.11	-4.41
460	24.0	0.44	2.34
460	25.0	-0.45	2.56
460	26.0	3.45	-3.58
470	20.0	1.04	-4.73
470	21.0	2.27	0.38
470	23.0	2.11	-3.65
470	24.0	0.58	2.1
470	25.0	-0.29	2.33
470	26.0	3.43	-3.05
480	20.0	1.07	-5.4
480	21.0	2.25	1.09
480	23.0	1.95	-2.86
480	24.0	0.7	1.88
480	25.0	-0.09	2.1
480	26.0	3.39	-2.57
480	27.0	2.38	-7.98
490	20.0	1.11	-6.11
490	21.0	2.19	1.77
490	23.0	1.86	-2.09
490	24.0	0.72	1.61
490	25.0	0.05	1.83
490	26.0	3.34	-2.06
490	27.0	2.42	-7.33
500	20.0	1.26	-6.86
500	21.0	2.2	2.44
500	23.0	1.87	-1.36
500	24.0	0.76	1.34
500	25.0	0.15	1.52
500	26.0	3.35	-1.55
500	27.0	2.49	-6.7
510	20.0	1.36	-7.58
510	23.0	1.86	-0.6
510	24.0	0.83	1.0
510	25.0	0.27	1.22
510	26.0	3.24	-1.06
510	27.0	2.44	-6.02
520	20.0	1.48	-8.26
520	23.0	1.94	0.1
520	24.0	0.82	0.68
520	25.0	0.26	0.9
520	26.0	3.19	-0.6
520	27.0	2.44	-5.35
530	20.0	1.6	-8.94
530	23.0	2.0	0.84
530	24.0	0.85	0.35
530	25.0	0.3	0.59
530	26.0	3.19	-0.1
530	27.0	2.44	-4.73
540	20.0	1.66	-9.65
540	23.0	2.03	1.61
540	24.0	0.99	0.01
540	25.0	0.27	0.28
540	26.0	3.15	0.4
540	27.0	2.35	-4.08
540	28.0	0.74	3.69
550	23.0	2.23	2.33
550	24.0	1.07	-0.32
550	25.0	0.26	-0.05
550	26.0	3.19	0.88
550	27.0	2.42	-3.44
550	28.0	0.78	3.36
560	24.0	1.13	-0.71
560	25.0	0.3	-0.39
560	26.0	3.22	1.36
560	27.0	2.46	-2.9
560	28.0	0.87	3.03
570	24.0	1.22	-1.08
570	25.0	0.26	-0.78
570	26.0	3.18	1.84
570	27.0	2.44	-2.36
570	28.0	0.92	2.66
580	24.0	1.29	-1.47
580	25.0	0.34	-1.18
580	27.0	2.62	-1.94
580	28.0	0.96	2.31
590	24.0	1.33	-1.82
590	25.0	0.37	-1.57
590	27.0	2.84	-1.61
590	28.0	1.07	1.96
600	24.0	1.42	-2.18
600	25.0	0.42	-1.96
600	27.0	3.04	-1.23
600	28.0	1.11	1.63
610	24.0	1.49	-2.54
610	25.0	0.5	-2.33
610	28.0	1.1	1.26
620	24.0	1.5	-2.91
620	25.0	0.54	-2.74
620	28.0	1.15	0.91
630	24.0	1.54	-3.31
630	25.0	0.66	-3.14
630	28.0	1.2	0.56
640	24.0	1.64	-3.8
640	25.0	0.71	-3.52
640	28.0	1.2	0.2
650	24.0	1.66	-4.26
650	25.0	0.8	-3.9
650	28.0	1.22	-0.14
660	24.0	1.67	-4.72
660	25.0	0.89	-4.27
660	28.0	1.32	-0.53
670	24.0	1.7	-5.18
670	25.0	0.88	-4.65
670	28.0	1.34	-0.97
670	29.0	-1.07	-5.69
670	30.0	-1.29	-7.53
680	24.0	1.65	-5.59
680	25.0	0.94	-5.06
680	28.0	1.31	-1.39
680	29.0	-0.89	-5.95
680	30.0	-1.29	-7.53
690	24.0	1.59	-5.98
690	25.0	0.93	-5.46
690	28.0	1.29	-1.88
690	29.0	-0.71	-6.25
690	30.0	-1.29	-7.53
700	24.0	1.65	-6.4
700	25.0	0.97	-5.87
700	28.0	1.2	-2.36
700	29.0	-0.47	-6.46
700	30.0	-1.29	-7.53
710	24.0	1.69	-6.77
710	25.0	0.99	-6.24
710	28.0	1.13	-2.86
710	29.0	-0.33	-6.79
710	30.0	-1.29	-7.53
720	24.0	1.71	-7.14
720	25.0	0.97	-6.62
720	28.0	1.13	-3.41
720	29.0	-0.14	-7.09
720	30.0	-1.29	-7.53
730	24.0	1.8	-7.43
730	25.0	1.07	-6.99
730	28.0	1.09	-3.95
730	29.0	0.08	-7.34
730	30.0	-1.29	-7.53
740	24.0	1.88	-7.7
740	25.0	1.13	-7.34
740	28.0	1.08	-4.42
740	29.0	0.14	-7.78
740	30.0	-1.29	-7.53
750	24.0	1.85	-7.96
750	25.0	1.22	-7.67
750	28.0	1.08	-4.94
750	29.0	0.28	-8.13
750	30.0	-1.29	-7.53
760	28.0	1.04	-5.4
760	30.0	-1.29	-7.53
770	31.0	3.3	-2.46
770	32.0	2.22	3.7
780	31.0	3.29	-1.78
780	32.0	2.16	3.0
790	31.0	3.3	-1.13
790	32.0	2.16	2.36
800	31.0	3.31	-0.5
800	32.0	2.09	1.72
810	31.0	3.33	0.16
810	32.0	2.04	1.11
820	31.0	3.37	0.81
820	32.0	2.05	0.46
830	31.0	3.37	1.46
830	32.0	2.04	-0.22
840	31.0	3.43	2.06
840	32.0	2.1	-0.86
850	31.0	3.45	2.64
850	32.0	2.16	-1.55
850	33.0	0.78	-7.34
850	34.0	-1.31	-7.49
860	32.0	2.15	-2.24
860	33.0	0.62	-6.8
860	34.0	-1.31	-7.49
860	35.0	0.55	1.93
870	32.0	2.26	-2.95
870	33.0	0.57	-6.25
870	34.0	-1.31	-7.49
870	35.0	0.48	1.3
880	32.0	2.27	-3.64
880	33.0	0.45	-5.73
880	34.0	-1.31	-7.49
880	35.0	0.35	0.66
890	33.0	0.25	-5.17
890	35.0	0.27	-0.01
900	36.0	0.19	-0.63
900	37.0	0.05	-4.68
900	38.0	-1.4	-7.32
910	36.0	0.04	-1.2
910	37.0	-0.22	-4.31
910	38.0	-1.4	-7.3
910	39.0	-2.74	-3.22
920	36.0	-0.01	-1.82
920	37.0	-0.52	-3.93
920	38.0	-1.4	-7.28
920	39.0	-2.71	-3.06
930	36.0	-0.19	-2.5
930	37.0	-0.78	-3.5
930	38.0	-1.4	-7.28
930	39.0	-2.74	-2.76
940	36.0	-0.39	-3.06
940	37.0	-1.05	-3.16
940	38.0	-1.4	-7.28
940	39.0	-2.7	-2.51
950	36.0	-0.64	-3.66
950	37.0	-1.24	-2.85
950	38.0	-1.4	-7.28
950	39.0	-2.63	-2.3
950	40.0	-1.6	0.95
950	41.0	-1.74	1.3
960	36.0	-0.99	-4.22
960	37.0	-1.37	-2.62
960	38.0	-1.4	-7.28
960	39.0	-2.64	-2.06
960	40.0	-1.6	0.95
960	41.0	-1.74	1.3
970	36.0	-1.22	-4.66
970	37.0	-1.57	-2.52
970	38.0	-1.4	-7.28
970	39.0	-2.66	-1.97
970	40.0	-1.6	0.95
970	41.0	-1.74	1.3
980	36.0	-1.7	-5.11
980	37.0	-1.66	-2.54
980	38.0	-1.4	-7.28
980	39.0	-2.59	-2.01
980	41.0	-1.74	1.3
980	42.0	-2.17	-8.63
990	36.0	-2.15	-5.55
990	38.0	-1.36	-7.32
990	41.0	-1.74	1.3
990	42.0	-2.18	-8.09
1000	36.0	-2.57	-5.88
1000	38.0	-1.33	-7.38
1000	41.0	-1.74	1.3
1000	42.0	-2.08	-7.59
1010	36.0	-2.88	-6.31
1010	38.0	-1.31	-7.42
1010	42.0	-2.02	-7.04
1020	36.0	-3.25	-6.55
1020	38.0	-1.31	-7.43
1020	42.0	-1.9	-6.54
1030	38.0	-1.31	-7.43
1030	42.0	-1.7	-6.02
1040	38.0	-1.31	-7.43
1040	42.0	-1.59	-5.64
1040	43.0	-1.69	-2.56
1040	44.0	-2.39	-2.19
1040	45.0	1.27	1.88
1050	38.0	-1.31	-7.43
1050	42.0	-1.49	-5.32
1050	43.0	-1.69	-2.56
1050	44.0	-2.39	-2.19
1050	45.0	1.31	1.19
1050	46.0	-1.65	0.9
1050	47.0	-1.72	1.28
1060	38.0	-1.31	-7.43
1060	42.0	-1.36	-4.87
1060	43.0	-1.69	-2.56
1060	44.0	-2.39	-2.19
1060	45.0	1.35	0.53
1060	46.0	-1.65	0.9
1060	47.0	-1.72	1.28
1060	48.0	2.94	-5.77
1070	38.0	-1.31	-7.43
1070	42.0	-1.63	-4.78
1070	43.0	-1.69	-2.56
1070	44.0	-2.39	-2.19
1070	45.0	1.37	-0.17
1070	46.0	-1.65	0.9
1070	47.0	-1.72	1.28
1070	48.0	2.76	-5.1
1080	38.0	-1.31	-7.43
1080	45.0	1.42	-0.91
1080	46.0	-1.65	0.9
1080	47.0	-1.72	1.28
1080	48.0	2.66	-4.42
1090	38.0	-1.31	-7.43
1090	45.0	1.43	-1.67
1090	46.0	-1.65	0.9
1090	47.0	-1.72	1.28
1090	48.0	2.54	-3.77
1100	38.0	-1.31	-7.43
1100	45.0	1.47	-2.58
1100	46.0	-1.65	0.9
1100	47.0	-1.72	1.28
1100	48.0	2.47	-3.13
1110	38.0	-1.37	-7.53
1110	45.0	1.58	-3.22
1110	46.0	-1.65	0.9
1110	47.0	-1.72	1.28
1110	48.0	2.4	-2.45
1110	49.0	-1.09	-3.64
1120	38.0	-1.43	-7.56
1120	45.0	1.69	-3.99
1120	46.0	-1.65	0.9
1120	47.0	-1.72	1.28
1120	48.0	2.3	-1.75
1120	49.0	-0.84	-4.05
1130	38.0	-1.32	-7.44
1130	45.0	1.66	-4.93
1130	46.0	-1.65	0.9
1130	47.0	-1.72	1.28
1130	48.0	2.27	-1.1
1130	49.0	-0.49	-4.48
1140	38.0	-1.31	-7.43
1140	45.0	1.82	-5.74
1140	46.0	-1.65	0.9
1140	47.0	-1.72	1.28
1140	48.0	2.2	-0.48
1140	49.0	-0.21	-4.78
1140	51.0	0.92	3.06
1150	38.0	-1.31	-7.43
1150	45.0	1.97	-6.53
1150	46.0	-1.65	0.9
1150	47.0	-1.72	1.28
1150	48.0	2.21	0.13
1150	49.0	0.04	-5.27
1150	51.0	1.01	2.49
1160	38.0	-1.31	-7.43
1160	45.0	2.08	-7.32
1160	46.0	-1.65	0.9
1160	47.0	-1.72	1.28
1160	48.0	2.14	0.74
1160	49.0	0.33	-5.73
1160	51.0	1.03	1.91
1170	38.0	-1.32	-7.41
1170	45.0	2.26	-8.06
1170	46.0	-1.65	0.9
1170	47.0	-1.72	1.28
1170	48.0	2.09	1.29
1170	49.0	0.52	-6.3
1170	51.0	1.02	1.33
1180	38.0	-1.34	-7.37
1180	46.0	-1.65	0.9
1180	47.0	-1.72	1.28
1180	48.0	2.03	1.85
1180	49.0	0.56	-6.89
1180	51.0	1.09	0.7
1190	38.0	-1.36	-7.34
1190	46.0	-1.65	0.9
1190	47.0	-1.72	1.28
1190	48.0	1.92	2.38
1190	49.0	0.67	-7.48
1190	51.0	1.08	0.07
1200	38.0	-1.36	-7.3
1200	46.0	-1.65	0.9
1200	47.0	-1.72	1.28
1200	49.0	0.67	-8.05
1200	51.0	1.12	-0.52
1210	38.0	-1.36	-7.32
1210	46.0	-1.65	0.9
1210	47.0	-1.72	1.28
1210	49.0	0.77	-8.64
1210	51.0	1.16	-1.15
1220	38.0	-1.33	-7.38
1220	46.0	-1.65	0.9
1220	47.0	-1.72	1.28
1220	51.0	1.18	-1.79
1230	38.0	-1.29	-7.44
1230	46.0	-1.65	0.9
1230	47.0	-1.72	1.28
1230	51.0	1.3	-2.42
1240	38.0	-1.27	-7.47
1240	46.0	-1.65	0.9
1240	47.0	-1.72	1.28
1240	51.0	1.52	-3.16
1250	38.0	-1.27	-7.47
1250	46.0	-1.65	0.9
1250	47.0	-1.72	1.28
1250	51.0	1.52	-3.83
1260	38.0	-1.27	-7.47
1260	46.0	-1.65	0.9
1260	47.0	-1.72	1.28
1260	51.0	1.61	-4.39
1270	38.0	-1.27	-7.47
1270	46.0	-1.65	0.9
1270	47.0	-1.72	1.28
1270	51.0	1.6	-5.09
1280	38.0	-1.31	-7.58
1280	46.0	-1.65	0.9
1280	47.0	-1.72	1.28
1280	51.0	1.63	-5.78
1290	38.0	-1.29	-7.52
1300	38.0	-1.27	-7.47
1310	38.0	-1.27	-7.47
1320	38.0	-1.27	-7.47
1330	38.0	-1.27	-7.47
1340	38.0	-1.27	-7.47
1350	38.0	-1.27	-7.47
1360	38.0	-1.27	-7.47
1370	38.0	-1.27	-7.47
1380	38.0	-1.27	-7.47
1380	52.0	2.19	-1.87
1380	53.0	3.02	-1.86
1380	54.0	3.82	-1.39
1390	38.0	-1.27	-7.47
1390	52.0	2.04	-1.14
1390	53.0	2.91	-1.14
1390	54.0	3.65	-0.6
1390	55.0	-0.6	2.73
1400	38.0	-1.29	-7.47
1400	52.0	1.95	-0.43
1400	53.0	2.74	-0.43
1400	54.0	3.61	0.16
1400	55.0	-0.35	2.65
1410	38.0	-1.38	-7.43
1410	52.0	1.97	0.3
1410	53.0	2.66	0.29
1410	54.0	3.6	0.82
1410	55.0	-0.2	2.51
1420	38.0	-1.47	-7.34
1420	52.0	1.93	0.98
1420	53.0	2.59	0.99
1420	54.0	3.49	1.44
1420	55.0	-0.06	2.27
1430	38.0	-1.51	-7.27
1430	52.0	2.01	1.66
1430	53.0	2.6	1.68
1430	54.0	3.39	2.11
1430	55.0	0.03	2.07
1440	38.0	-1.52	-7.27
1440	52.0	1.89	2.35
1440	53.0	2.55	2.34
1440	54.0	3.24	2.77
1440	55.0	0.19	1.9
1450	38.0	-1.52	-7.27
1450	52.0	1.82	3.04
1450	53.0	2.55	2.99
1450	54.0	3.21	3.45
1450	55.0	0.35	1.75
1460	38.0	-1.52	-7.27
1460	55.0	0.43	1.57
1470	38.0	-1.52	-7.27
1470	55.0	0.47	1.29
1480	38.0	-1.52	-7.27
1480	55.0	0.52	1.09
1490	38.0	-1.52	-7.27
1490	55.0	0.58	0.92
1500	38.0	-1.52	-7.27
1500	55.0	0.65	0.8
1510	38.0	-1.52	-7.27
1510	55.0	0.65	0.7
1520	38.0	-1.52	-7.27
1520	55.0	0.62	0.55
1530	38.0	-1.52	-7.27
1540	38.0	-1.52	-7.27
1550	38.0	-1.52	-7.27
1560	38.0	-1.52	-7.27
1570	38.0	-1.52	-7.27
1570	56.0	1.48	0.55
1570	57.0	3.14	-3.22
1580	38.0	-1.52	-7.27
1580	56.0	1.75	0.66
1580	57.0	3.07	-2.62
1590	38.0	-1.52	-7.27
1590	56.0	1.98	0.86
1590	57.0	2.96	-2.04
1600	38.0	-1.52	-7.27
1600	56.0	2.29	0.96
1600	57.0	2.97	-1.5
1610	38.0	-1.52	-7.27
1610	56.0	2.64	1.08
1610	57.0	2.94	-0.93
1620	38.0	-1.52	-7.27
1620	56.0	2.93	1.22
1620	57.0	2.78	-0.38
1630	38.0	-1.52	-7.27
1630	56.0	3.19	1.45
1630	57.0	2.69	0.13
1640	38.0	-1.52	-7.27
1640	56.0	3.48	1.57
1640	57.0	2.65	0.72
1650	38.0	-1.52	-7.27
1650	56.0	3.86	1.73
1650	57.0	2.57	1.34
1660	38.0	-1.52	-7.27
1670	38.0	-1.52	-7.27
1680	38.0	-1.52	-7.27
1690	38.0	-1.52	-7.27
1690	58.0	2.43	-4.16
1700	38.0	-1.52	-7.27
1700	58.0	2.44	-3.27
1710	38.0	-1.52	-7.27
1710	58.0	2.44	-2.38
1720	38.0	-1.52	-7.27
1720	58.0	2.47	-1.49
1730	38.0	-1.52	-7.27
1730	58.0	2.54	-0.61
1740	38.0	-1.52	-7.27
1740	58.0	2.56	0.27
1740	59.0	1.76	3.8
1740	60.0	1.04	4.06
1750	38.0	-1.52	-7.27
1750	58.0	2.64	1.14
1750	59.0	1.73	3.27
1750	60.0	0.95	3.5
1750	61.0	2.86	-5.31
1750	62.0	3.24	-3.68
1760	38.0	-1.52	-7.27
1760	58.0	2.67	1.99
1760	59.0	1.69	2.84
1760	60.0	1.0	3.04
1760	61.0	2.83	-4.61
1760	62.0	3.23	-3.08
1770	38.0	-1.52	-7.27
1770	58.0	2.72	2.94
1770	59.0	1.68	2.38
1770	60.0	1.04	2.63
1770	61.0	2.73	-3.93
1770	62.0	3.21	-2.52
1780	38.0	-1.52	-7.27
1780	59.0	1.65	2.11
1780	60.0	1.02	2.21
1780	61.0	2.63	-3.27
1780	62.0	3.2	-1.95
1790	38.0	-1.52	-7.27
1790	59.0	1.82	1.81
1790	60.0	1.07	1.88
1790	61.0	2.67	-2.6
1790	62.0	3.28	-1.36
1800	38.0	-1.52	-7.27
1800	59.0	2.05	1.46
1800	60.0	1.08	1.61
1800	61.0	2.63	-1.94
1800	62.0	3.31	-0.81
1800	63.0	1.18	3.75
1810	38.0	-1.52	-7.27
1810	59.0	1.97	1.12
1810	60.0	1.06	1.33
1810	61.0	2.67	-1.33
1810	62.0	3.34	-0.25
1810	63.0	1.2	3.25
1820	38.0	-1.52	-7.27
1820	59.0	1.81	0.82
1820	60.0	0.98	1.12
1820	61.0	2.77	-0.74
1820	62.0	3.46	0.32
1820	63.0	1.33	2.71
1830	38.0	-1.52	-7.27
1830	59.0	1.81	0.47
1830	60.0	0.98	0.9
1830	61.0	2.7	-0.05
1830	62.0	3.49	0.86
1830	63.0	1.45	2.13
1840	38.0	-1.52	-7.27
1840	59.0	1.73	0.14
1840	60.0	0.98	0.59
1840	61.0	2.67	0.59
1840	62.0	3.52	1.4
1840	63.0	1.69	1.61
1850	38.0	-1.52	-7.27
1850	59.0	1.53	-0.08
1850	60.0	1.03	0.28
1850	61.0	2.62	1.28
1850	62.0	3.63	1.93
1850	63.0	1.97	1.07
1860	38.0	-1.52	-7.27
1860	59.0	1.41	-0.32
1860	60.0	0.94	-0.04
1860	61.0	2.4	1.94
1860	62.0	3.63	2.42
1860	63.0	2.2	0.54
1870	38.0	-1.52	-7.27
1870	59.0	1.37	-0.62
1870	60.0	0.88	-0.34
1870	61.0	2.35	2.59
1870	62.0	3.63	2.93
1870	63.0	2.44	-0.08
1880	38.0	-1.52	-7.27
1880	59.0	1.25	-0.84
1880	60.0	0.93	-0.57
1880	63.0	2.56	-0.76
1890	38.0	-1.52	-7.27
1890	59.0	1.11	-1.02
1890	60.0	0.83	-0.74
1890	63.0	2.61	-1.41
1900	64.0	1.02	-1.18
1900	65.0	0.7	-0.86
1900	66.0	2.63	-2.22
1910	64.0	0.98	-1.44
1910	65.0	0.66	-1.11
1910	66.0	2.57	-2.94
1920	64.0	0.87	-1.61
1920	65.0	0.55	-1.31
1920	66.0	2.59	-3.64
1930	64.0	0.67	-1.73
1930	65.0	0.58	-1.37
1930	66.0	2.56	-4.38
1940	64.0	0.57	-1.88
1940	65.0	0.5	-1.52
1940	66.0	2.47	-5.07
1950	64.0	0.44	-2.11
1950	65.0	0.49	-1.5
1950	66.0	2.45	-5.77
1960	64.0	0.17	-2.29
1960	65.0	0.49	-1.5
1960	66.0	2.33	-6.47
1970	67.0	3.13	-7.14
1980	67.0	3.21	-6.34
1990	67.0	3.21	-5.55
2000	67.0	3.17	-4.74
2000	68.0	3.05	-7.32
2000	69.0	3.07	-9.21
2010	67.0	3.1	-3.94
2010	68.0	2.99	-6.46
2010	69.0	3.04	-8.45
2020	67.0	2.99	-3.16
2020	68.0	2.97	-5.73
2020	69.0	2.94	-7.66
2030	67.0	2.91	-2.44
2030	68.0	2.95	-4.97
2030	69.0	2.73	-6.87
2040	67.0	2.78	-1.69
2040	68.0	2.92	-4.22
2040	69.0	2.55	-6.06
2050	67.0	2.76	-0.89
2050	68.0	3.04	-3.5
2050	69.0	2.29	-5.24
2060	67.0	2.61	-0.14
2060	68.0	3.08	-2.77
2060	69.0	2.12	-4.47
2070	67.0	2.53	0.6
2070	68.0	3.12	-2.05
2070	69.0	1.93	-3.66
2080	67.0	2.42	1.33
2080	68.0	3.25	-1.42
2080	69.0	1.83	-2.85
2090	67.0	2.36	2.12
2090	68.0	3.33	-0.76
2090	69.0	1.88	-2.04
2100	68.0	3.45	-0.05
2100	69.0	1.89	-1.23
2110	69.0	1.98	-0.45
2120	70.0	2.85	0.74
2130	70.0	2.93	0.25
2140	70.0	3.14	-0.23
2150	70.0	3.35	-0.73
2160	70.0	3.55	-1.23
2170	70.0	3.8	-1.87
2180	71.0	2.66	3.27
2180	72.0	1.95	3.46
2180	73.0	3.66	0.82
2190	71.0	2.67	2.68
2190	72.0	1.86	2.86
2190	73.0	3.63	1.38
2200	71.0	2.69	2.07
2200	72.0	1.83	2.27
